	Time(ms)	S0(mW)	S1	S2	S3	DOP(%)	Average DOP(%)	
2.90000	0.89276	0.95126	0.30717	0.02881	99.89319	99.89319
0.70000	0.89269	0.95117	0.30760	0.02899	99.89319	99.89319
2.70000	0.89298	0.95129	0.30729	0.02844	99.89319	99.89319
0.50000	0.89240	0.95126	0.30726	0.02884	99.92676	99.92676
2.50000	0.89298	0.95123	0.30760	0.02884	99.88403	99.88403
0.30000	0.89378	0.95141	0.30705	0.02884	99.85352	99.85352
2.30000	0.89370	0.95145	0.30702	0.02878	99.85352	99.85352
0.10000	0.89414	0.95126	0.30729	0.02930	99.90234	99.90234
2.10000	0.89341	0.95132	0.30726	0.02893	99.87793	99.87793
4.10000	0.89428	0.95123	0.30729	0.02915	99.85962	99.85962
1.90000	0.89356	0.95148	0.30671	0.02869	99.86877	99.86877
3.90000	0.89385	0.95117	0.30744	0.02930	99.90845	99.90845
1.70000	0.89414	0.95138	0.30720	0.02905	99.88403	99.88403
3.70000	0.89515	0.95123	0.30738	0.02878	99.83521	99.83521
1.50000	0.89421	0.95129	0.30735	0.02899	99.86877	99.86877
3.50000	0.89414	0.95132	0.30720	0.02930	99.85352	99.85352
1.30000	0.89399	0.95123	0.30732	0.02893	99.88403	99.88403
3.30000	0.89486	0.95126	0.30732	0.02881	99.90845	99.90845
1.10000	0.89414	0.95132	0.30711	0.02835	99.90234	99.90234
3.10000	0.89457	0.95129	0.30729	0.02915	99.87793	99.87793
0.90000	0.89464	0.95145	0.30692	0.02875	99.85962	99.85962
2.90000	0.89450	0.95148	0.30686	0.02881	99.87793	99.87793
0.70000	0.89508	0.95129	0.30717	0.02887	99.87793	99.87793
2.70000	0.89501	0.95132	0.30732	0.02884	99.85962	99.85962
0.50000	0.89472	0.95129	0.30723	0.02878	99.86877	99.86877
2.50000	0.89479	0.95138	0.30708	0.02881	99.88403	99.88403
0.30000	0.89551	0.95138	0.30708	0.02860	99.85962	99.85962
2.30000	0.89508	0.95126	0.30729	0.02911	99.89319	99.89319
0.10000	0.89566	0.95141	0.30680	0.02841	99.87793	99.87793
2.10000	0.89501	0.95132	0.30726	0.02866	99.89319	99.89319
4.10000	0.89537	0.95145	0.30680	0.02872	99.85962	99.85962
1.90000	0.89544	0.95148	0.30674	0.02841	99.89319	99.89319
3.90000	0.89522	0.95141	0.30696	0.02860	99.90234	99.90234
1.70000	0.89566	0.95141	0.30683	0.02826	99.89319	99.89319
3.70000	0.89522	0.95145	0.30699	0.02860	99.88403	99.88403
1.50000	0.89631	0.95138	0.30705	0.02872	99.87793	99.87793
3.50000	0.89602	0.95148	0.30671	0.02811	99.88403	99.88403
1.30000	0.89602	0.95163	0.30644	0.02860	99.85352	99.85352
3.30000	0.89617	0.95154	0.30665	0.02817	99.86877	99.86877
1.10000	0.89595	0.95163	0.30644	0.02850	99.85962	99.85962
3.10000	0.89602	0.95169	0.30607	0.02792	99.85962	99.85962
0.90000	0.89617	0.95169	0.30616	0.02808	99.86877	99.86877
2.90000	0.89617	0.95160	0.30656	0.02823	99.90234	99.90234
0.70000	0.89624	0.95123	0.30747	0.02872	99.87793	99.87793
2.70000	0.89617	0.95157	0.30659	0.02802	99.88403	99.88403
0.50000	0.89617	0.95151	0.30689	0.02817	99.90234	99.90234
2.50000	0.89544	0.95154	0.30668	0.02853	99.87793	99.87793
0.30000	0.89646	0.95160	0.30634	0.02823	99.86877	99.86877
2.30000	0.89638	0.95172	0.30610	0.02783	99.85962	99.85962
0.10000	0.89653	0.95163	0.30634	0.02808	99.88403	99.88403
2.10000	0.89682	0.95157	0.30653	0.02805	99.88403	99.88403
4.10000	0.89631	0.95157	0.30662	0.02823	99.84436	99.84436
1.90000	0.89646	0.95151	0.30680	0.02808	99.85962	99.85962
3.90000	0.89667	0.95163	0.30622	0.02789	99.88403	99.88403
1.70000	0.89631	0.95129	0.30720	0.02878	99.86877	99.86877
3.90000	0.89631	0.95273	0.30314	0.02371	99.90845	99.90845
1.70000	0.89682	0.95267	0.30338	0.02399	99.89319	99.89319
3.70000	0.89631	0.95273	0.30302	0.02356	99.88403	99.88403
1.50000	0.89653	0.95276	0.30308	0.02399	99.87793	99.87793
3.50000	0.89646	0.95270	0.30332	0.02402	99.89319	99.89319
1.30000	0.89653	0.95279	0.30311	0.02368	99.87793	99.87793
3.30000	0.89631	0.95273	0.30320	0.02359	99.86877	99.86877
1.10000	0.89646	0.95248	0.30403	0.02435	99.85962	99.85962
3.10000	0.89689	0.95248	0.30409	0.02420	99.85962	99.85962
0.90000	0.89660	0.95260	0.30366	0.02380	99.85352	99.85352
2.90000	0.89617	0.95251	0.30375	0.02405	99.92676	99.92676
0.70000	0.89660	0.95267	0.30366	0.02365	99.87793	99.87793
2.70000	0.89660	0.95276	0.30311	0.02377	99.85962	99.85962
0.50000	0.89609	0.95294	0.30274	0.02341	99.87793	99.87793
2.50000	0.89675	0.95285	0.30271	0.02344	99.87793	99.87793
0.30000	0.89595	0.95282	0.30287	0.02356	99.90845	99.90845
2.30000	0.89682	0.95291	0.30268	0.02344	99.88403	99.88403
0.10000	0.89631	0.95291	0.30262	0.02359	99.89319	99.89319
2.10000	0.89631	0.95285	0.30296	0.02362	99.90234	99.90234
4.10000	0.89631	0.95279	0.30299	0.02347	99.90234	99.90234
1.90000	0.89617	0.95276	0.30326	0.02356	99.87793	99.87793
3.90000	0.89617	0.95294	0.30274	0.02341	99.86877	99.86877
1.70000	0.89617	0.95285	0.30296	0.02383	99.85962	99.85962
3.70000	0.89559	0.95297	0.30256	0.02371	99.87793	99.87793
1.50000	0.89617	0.95273	0.30311	0.02371	99.88403	99.88403
3.50000	0.89573	0.95300	0.30256	0.02332	99.86877	99.86877
1.30000	0.89588	0.95288	0.30259	0.02341	99.87793	99.87793
3.30000	0.89573	0.95303	0.30238	0.02338	99.88403	99.88403
1.10000	0.89609	0.95294	0.30259	0.02322	99.90234	99.90234
3.10000	0.89530	0.95291	0.30265	0.02329	99.91760	99.91760
0.90000	0.89530	0.95294	0.30241	0.02335	99.90845	99.90845
2.90000	0.89588	0.95279	0.30284	0.02335	99.87793	99.87793
0.70000	0.89617	0.95285	0.30274	0.02347	99.89319	99.89319
2.70000	0.89551	0.95282	0.30299	0.02344	99.90234	99.90234
0.50000	0.89588	0.95300	0.30250	0.02344	99.88403	99.88403
